학과코드,이수구분,학수번호,교과목명,학점,교수명,강의시간,강의실,수강인원,정원
400000,교필,KYC55-A2,글쓰기의기초,3,김민환,화(16:00~17:15)화(17:30~18:45),3408(),0,30
400000,교필,KYC55-A3,글쓰기의기초,3,유예원,화(13:00~14:15)화(14:30~15:45),20505(),0,30
400000,교필,KYC55-A4,글쓰기의기초,3,계광수,화(13:00~14:15)화(14:30~15:45),3412(),0,30
400000,교필,KYC55-A5,글쓰기의기초,3,신혜수,화(13:00~14:15)화(14:30~15:45),3503(),0,30
400000,교필,KYC55-B1,글쓰기의기초,3,서경희,화(16:00~17:15)화(17:30~18:45),3410(),0,30
400000,교필,KYC55-B2,글쓰기의기초,3,계광수,화(16:00~17:15)화(17:30~18:45),3412(),0,30
400000,교필,KYC55-B3,글쓰기의기초,3,신혜수,화(16:00~17:15)화(17:30~18:45),3503(),0,30
400000,교필,KYC55-B4,글쓰기의기초,3,유예원,화(16:00~17:15)화(17:30~18:45),20505(),0,30
400000,교필,KYC55-C1,글쓰기의기초,3,허난희,목(13:00~14:15)목(14:30~15:45),20505(),0,30
400000,교필,KYC55-C2,글쓰기의기초,3,서경희,목(13:00~14:15)목(14:30~15:45),3410(),0,30
400000,교필,KYC55-C3,글쓰기의기초,3,서영화,목(13:00~14:15)목(14:30~15:45),3412(),0,30
400000,교필,KYC55-C4,글쓰기의기초,3,한정미,목(13:00~14:15)목(14:30~15:45),8110(),0,30
400000,교필,KYC55-C5,글쓰기의기초,3,전지은,화(13:00~14:15)화(14:30~15:45),18211-1(),0,30
400000,교필,KYC55-D1,글쓰기의기초,3,한정미,목(16:00~17:15)목(17:30~18:45),8110(),0,30
400000,교필,KYC55-D2,글쓰기의기초,3,서영화,목(16:00~17:15)목(17:30~18:45),3412(),0,30
400000,교필,KYC55-D3,글쓰기의기초,3,전지은,화(16:00~17:15)화(17:30~18:45),18211-1(),0,30
400000,교필,KYC55-D4,글쓰기의기초,3,허난희,목(16:00~17:15)목(17:30~18:45),20505(),0,30
400000,교필,KYC55-E1,글쓰기의기초,3,송주현,금(09:30~10:45)금(11:00~12:15),20502(),0,30
400000,교필,KYC55-E2,글쓰기의기초,3,김소륜,금(09:30~10:45)금(11:00~12:15),3409(),0,30
400000,교필,KYC55-F1,글쓰기의기초,3,김소륜,금(13:00~14:15)금(14:30~15:45),3409(),0,30
400000,교필,KYD02-A1,진로탐구와도전,1,고우경,화(09:30~10:45)목(11:00~12:15),3403(),0,14
400000,교필,KYD02-A2,진로탐구와도전,1,공주형,화(09:30~10:45)목(11:00~12:15),3405(),0,13
400000,교필,KYD02-A3,진로탐구와도전,1,김민환,화(09:30~10:45)목(11:00~12:15),3406(),0,15
400000,교필,KYD02-A4,진로탐구와도전,1,박종현,화(09:30~10:45)목(11:00~12:15),3407(),0,13
400000,교필,KYD02-A5,진로탐구와도전,1,송주현,화(09:30~10:45)목(11:00~12:15),3408(),0,13
400000,교필,KYD02-A6,진로탐구와도전,1,서경희,화(09:30~10:45)목(11:00~12:15),20406(),0,13
400000,교필,KYD02-A7,진로탐구와도전,1,심주연,화(09:30~10:45)목(11:00~12:15),3410(),0,14
400000,교필,KYD02-A8,진로탐구와도전,1,염동호,화(09:30~10:45)목(11:00~12:15),3412(),0,14
400000,교필,KYD02-A9,진로탐구와도전,1,이익주,화(09:30~10:45)목(11:00~12:15),3503(),0,13
400000,교필,KY893-A,성서와예술,2,강은미,수(13:00~14:40),18211(),0,90
400000,교필,KY893-B,성서와예술,2,강은미,금(11:00~12:40),18211(),0,50
400000,교필,KYD03-A1,AI아트코딩과윤리,3,백상현,화(14:30~15:45),18308(),0,40
400000,교필,KYD03-A2,AI아트코딩과윤리,3,홍혜승,수(09:30~10:45),7108(),0,45
400000,교필,KYD03-A3,AI아트코딩과윤리,3,홍창교,월(13:00~14:15),7108(),0,40
400000,교필,KYD03-A4,AI아트코딩과윤리,3,홍창교,월(14:30~15:45),7108(),0,45
400000,교필,KYD03-A5,AI아트코딩과윤리,3,정소현,수(16:00~17:15),7108(),0,45
400000,교필,KYD03-A6,AI아트코딩과윤리,3,홍혜승,수(11:00~12:15),7108(),0,45
400000,교필,KYD03-B1,AI아트코딩과윤리,3,홍창교,월(16:00~17:15),7108(),0,45
400000,교필,KYD03-B2,AI아트코딩과윤리,3,이은정,화(13:00~14:15),18308(),0,40
400000,교필,KYD03-B3,AI아트코딩과윤리,3,이은정,수(13:00~14:15),18307(),0,40
400000,교필,KYD03-B4,AI아트코딩과윤리,3,이은정,수(14:30~15:45),18307(),0,45
400000,교필,KYD03-B5,AI아트코딩과윤리,3,김희선,화(14:30~15:45),7108(),0,45
400000,교필,KYD03-B6,AI아트코딩과윤리,3,김희선,화(13:00~14:15),7108(),0,45
400000,교필,KYD03-B7,AI아트코딩과윤리,3,정소현,수(13:00~14:15),7108(),0,40
400000,교필,KYD03-B8,AI아트코딩과윤리,3,정소현,수(14:30~15:45),7108(),0,40
400000,교필,KY879-A,기독교와인문학,2,나현기,금(13:00~14:40),7215(),0,50
400000,교필,KY613-A,신학입문,2,이상철,금(11:00~12:40),3207(),0,45
400000,교필,KYC54-A1,Essential English,3,목승혜,월(09:30~10:45)수(11:00~12:15),18103(),0,35
400000,교필,KYC54-A2,Essential English,3,김나영,월(09:30~10:45)수(11:00~12:15),18104(),0,35
400000,교필,KYC54-A3,Essential English,3,차윤정,월(09:30~10:45)수(11:00~12:15),18106(),0,35
400000,교필,KYC54-B1,Essential English,3,목승혜,월(11:00~12:15)수(09:30~10:45),18103(),0,35
400000,교필,KYC54-B2,Essential English,3,김나영,월(11:00~12:15)수(09:30~10:45),18104(),0,35
400000,교필,KYC54-B3,Essential English,3,고우경,월(11:00~12:15)수(09:30~10:45),3505(),0,35
400000,교필,KYC54-C1,Essential English,3,고우경,월(13:00~14:15)수(13:00~14:15),3505(),0,35
400000,교필,KYC54-C2,Essential English,3,심주연,월(13:00~14:15)수(13:00~14:15),18104(),0,30
400000,교필,KYC54-C3,Essential English,3,이아름,월(13:00~14:15)수(13:00~14:15),18106(),0,35
400000,교필,KYC54-D1,Essential English,3,고우경,월(14:30~15:45)수(14:30~15:45),3505(),0,35
400000,교필,KYC54-D2,Essential English,3,심주연,월(14:30~15:45)수(14:30~15:45),18104(),0,30
400000,교필,KYC54-D3,Essential English,3,이아름,월(14:30~15:45)수(14:30~15:45),18106(),0,35
400000,교필,KYC54-E1,Essential English,3,김수현,화(09:30~10:45)목(11:00~12:15),18103(),0,35
400000,교필,KYC54-E2,Essential English,3,성민선,화(09:30~10:45)목(11:00~12:15),18106(),0,35
400000,교필,KYC54-E3,Essential English,3,김경선,화(09:30~10:45)목(11:00~12:15),18104(),0,30
400000,교필,KYC54-F1,Essential English,3,김수현,화(11:00~12:15)목(09:30~10:45),18103(),0,35
400000,교필,KYC54-F2,Essential English,3,성민선,화(11:00~12:15)목(09:30~10:45),18106(),0,35
400000,교필,KYC54-F3,Essential English,3,김경선,화(11:00~12:15)목(09:30~10:45),18104(),0,30
400000,교필,KY217-A,성서의세계,2,진형섭,수(13:00~14:40),18421(),0,90
400000,교필,KY217-B,성서의세계,2,박재형,월(11:00~12:40),18211(),0,90
400000,교필,KY217-C,성서의세계,2,이수연,화(11:00~12:40),18420(),0,90
400000,교필,KY217-D,성서의세계,2,진형섭,수(17:30~19:10),18421(),0,80
400000,교필,KY217-E,성서의세계,2,진형섭,목(13:00~14:40),18421(),0,90
400000,교필,KY217-F,성서의세계,2,이수연,화(17:30~19:10),18520(),0,90
400000,교필,KYA54-A,성서와평화,2,진형섭,금(17:30~19:10),18421(),0,90
400000,교필,KYA54-B,성서와평화,2,진형섭,금(13:00~14:40),18421(),0,90
400000,교필,KY891-A,인물로읽는성서,2,한경미,목(13:00~14:40),3423(),0,90
400000,교필,KY894-A,성서와여성,2,강은미,수(17:30~19:10),18211(),0,80
400000,교필,KY894-B,성서와여성,2,강은미,금(17:30~19:10),4107(),0,50
400000,교필,KY290-A,성서와문학,2,박재형,월(17:30~19:10),18211(),0,90
400000,교필,KYC56-A2,컴퓨팅사고와SW코딩,3,박종현,수(13:00~14:15),18308(),0,45
400000,교필,KYC56-A3,컴퓨팅사고와SW코딩,3,최진,화(13:00~14:15),18309(),0,45
400000,교필,KYC56-A4,컴퓨팅사고와SW코딩,3,최진,화(14:30~15:45),18309(),0,45
400000,교필,KYC56-A5,컴퓨팅사고와SW코딩,3,박종현,수(11:00~12:15),18308(),0,45
400000,교필,KYC56-A6,컴퓨팅사고와SW코딩,3,김보경,목(09:30~10:45),18309(),0,45
400000,교필,KYC56-A7,컴퓨팅사고와SW코딩,3,김보경,목(11:00~12:15),18309(),0,45
400000,교필,KYC56-A8,컴퓨팅사고와SW코딩,3,김보경,목(13:00~14:15),18309(),0,45
400000,교필,KYC56-B1,컴퓨팅사고와SW코딩,3,박종현,수(14:30~15:45),18308(),0,45
400000,교필,KYC56-B2,컴퓨팅사고와SW코딩,3,선경희,월(09:30~10:45),18309(),0,45
400000,교필,KYC56-B3,컴퓨팅사고와SW코딩,3,박종현,목(13:00~14:15),18308(),0,45
400000,교필,KYC56-B4,컴퓨팅사고와SW코딩,3,변영민,월(13:00~14:15),18309(),0,45
400000,교필,KYC56-B5,컴퓨팅사고와SW코딩,3,변영민,월(14:30~15:45),18309(),0,45
400000,교필,KYC56-B6,컴퓨팅사고와SW코딩,3,변영민,월(16:00~17:15),18309(),0,45
400000,교필,KYC56-B7,컴퓨팅사고와SW코딩,3,선경희,월(11:00~12:15),18309(),0,45
400000,교필,KY410-AT,진로와상담,(0),김대오,-,(),0,34
400000,교필,KY410-AU,진로와상담,(0),김희정,-,(),0,34
400000,교필,KY410-AW,진로와상담,(0),전춘명,-,(),0,17
400000,교필,KY410-AX,진로와상담,(0),오동식,-,(),0,17
400000,교필,KY410-BA,진로와상담,(0),이향미,-,(),0,10
400000,교필,KY410-BC,진로와상담,(0),김지혜,-,(),0,10
400000,교필,KY410-BD,진로와상담,(0),박미선,-,(),0,10
400000,교필,KY410-BF,진로와상담,(0),강지희,-,(),0,30
400000,교필,KY410-BG,진로와상담,(0),백수린,-,(),0,18
400000,교필,KY410-BH,진로와상담,(0),정한아,-,(),0,18
400000,교필,KY410-BJ,진로와상담,(0),김지혜,-,(),0,11
400000,교필,KY410-BK,진로와상담,(0),유형동,-,(),0,11
400000,교필,KY410-BL,진로와상담,(0),강소영,-,(),0,11
400000,교필,KY410-BN,진로와상담,(0),이형원,-,(),0,10
400000,교필,KY410-BO,진로와상담,(0),정해득,-,(),0,10
400000,교필,KY410-BP,진로와상담,(0),정무용,-,(),0,10
400000,교필,KY410-BQ,진로와상담,(0),이영남,-,(),0,10
400000,교필,KY410-BR,진로와상담,(0),류기수,-,(),0,9
400000,교필,KY410-BS,진로와상담,(0),장정해,-,(),0,10
400000,교필,KY410-BT,진로와상담,(0),최민성,-,(),0,9
400000,교필,KY410-BU,진로와상담,(0),김남희,-,(),0,10
400000,교필,KY410-BW,진로와상담,(0),신광철,-,(),0,8
400000,교필,KY410-BX,진로와상담,(0),김윤성,-,(),0,8
400000,교필,KY410-BY,진로와상담,(0),이종현,-,(),0,8
400000,교필,KY410-E2,진로와상담,(0),이기호,-,(),0,15
400000,교필,KY410-EA,진로와상담,(0),고우경,-,(),0,14
400000,교필,KY410-EB,진로와상담,(0),공주형,-,(),0,13
400000,교필,KY410-EC,진로와상담,(0),김민환,-,(),0,13
400000,교필,KY410-ED,진로와상담,(0),박종현,-,(),0,13
400000,교필,KY410-EE,진로와상담,(0),송주현,-,(),0,13
400000,교필,KY410-EF,진로와상담,(0),서경희,-,(),0,13
400000,교필,KY410-EG,진로와상담,(0),심주연,-,(),0,14
400000,교필,KY410-EH,진로와상담,(0),염동호,-,(),0,14
400000,교필,KY410-EI,진로와상담,(0),이익주,-,(),0,13
400000,교필,KY410-S1,진로와상담,(0),이일영,-,(),0,15
400000,교필,KY410-S3,진로와상담,(0),주장환,-,(),0,15
400000,교필,KY410-S4,진로와상담,(0),황선미,-,(),0,15
400000,교필,KY410-S5,진로와상담,(0),오미정,-,(),0,15
400000,교필,KY410-S6,진로와상담,(0),하종문,-,(),0,15
400000,교필,KY410-S7,진로와상담,(0),송주명,-,(),0,15
400000,교필,KY410-T2,진로와상담,(0),전창환,-,(),0,20
400000,교필,KY410-T3,진로와상담,(0),정희진,-,(),0,20
400000,교필,KY410-T5,진로와상담,(0),정재현,-,(),0,20
400000,교필,KY410-T6,진로와상담,(0),성락선,-,(),0,20
400000,교필,KY410-T7,진로와상담,(0),한재명,-,(),0,20
400000,교필,KY410-U3,진로와상담,(0),정재웅,-,(),0,50
400000,교필,KY410-U6,진로와상담,(0),김유신,-,(),0,25
400000,교필,KY410-U8,진로와상담,(0),유한나,-,(),0,25
400000,교필,KY410-V5,진로와상담,(0),이석민,-,(),0,22
400000,교필,KY410-V6,진로와상담,(0),노승철,-,(),0,22
400000,교필,KY410-V8,진로와상담,(0),조성대,-,(),0,15
400000,교필,KY410-V9,진로와상담,(0),박상남,-,(),0,15
400000,교필,KY410-W1,진로와상담,(0),유현미,-,(),0,10
400000,교필,KY410-W2,진로와상담,(0),김경민,-,(),0,10
400000,교필,KY410-W3,진로와상담,(0),이건범,-,(),0,10
400000,교필,KY410-W4,진로와상담,(0),정의범,-,(),0,10
400000,교필,KY410-W5,진로와상담,(0),최지환,-,(),0,10
400000,교필,KY410-W6,진로와상담,(0),박규호,-,(),0,10
400000,교필,KY410-W7,진로와상담,(0),신재우,-,(),0,10
400000,교필,KY410-W8,진로와상담,(0),이남연,-,(),0,10
400000,교필,KY410-W9,진로와상담,(0),김상욱,-,(),0,10
400000,교필,KY410-X1,진로와상담,(0),양영수,-,(),0,10
400000,교필,KY410-X2,진로와상담,(0),장종익,-,(),0,10
400000,교필,KY410-X3,진로와상담,(0),유한나,-,(),0,10
400000,교필,KY410-X4,진로와상담,(0),김민철,-,(),0,10
400000,교필,KY410-X5,진로와상담,(0),이성미,-,(),0,10
400000,교필,KY410-X6,진로와상담,(0),문철수,-,(),0,10
400000,교필,KY410-X7,진로와상담,(0),지원배,-,(),0,10
400000,교필,KY410-X9,진로와상담,(0),박혜영,-,(),0,10
400000,교필,KY410-Y1,진로와상담,(0),홍선미,-,(),0,15
400000,교필,KY410-Y2,진로와상담,(0),주경희,-,(),0,15
400000,교필,KY410-Y3,진로와상담,(0),김수경,-,(),0,15
400000,교필,KY410-Y4,진로와상담,(0),김예랑,-,(),0,15
400000,교필,KY410-Y6,진로와상담,(0),김용훈,-,(),0,12
400000,교필,KY410-Y7,진로와상담,(0),백변경희,-,(),0,12
400000,교필,KY410-Y9,진로와상담,(0),남세현,-,(),0,12
400000,교필,KY410-Z3,진로와상담,(0),김종엽,-,(),0,12
400000,교필,KY410-Z7,진로와상담,(0),김상원,-,(),0,13
400000,교필,KY410-Z9,진로와상담,(0),안도연,-,(),0,13
400000,교필,KY410-X10,진로와상담,(0),정휘관,-,(),0,10
400000,교필,KY410-Z10,진로와상담,(0),유희정,-,(),0,10
400000,교필,KY304-B,채플,(1),"나현기,김광연,한경미",월(17:30~18:20),채플실(),0,100
400000,교필,KY101-A,채플,.5,"나현기,김광연,한경미",월(14:30~15:20),채플실(),0,550
400000,교필,KY101-B,채플,.5,"나현기,김광연,한경미",수(14:30~15:20),채플실(),0,550
400000,교필,KY100-A,채플,(1),"나현기,김광연,한경미",월(17:30~18:20)수(16:00~16:50),4105(),0,200
400000,교필,KY201-A,채플,.5,"나현기,김광연,한경미",월(16:00~16:50),채플실(),0,550
400000,교필,KY201-B,채플,.5,"나현기,김광연,한경미",수(16:00~16:50),채플실(),0,550
400000,교필,KY410-A2,진로와상담,(0),이영미,-,(),0,20
400000,교필,KY410-A4,진로와상담,(0),이서영,-,(),0,20
400000,교필,KY410-A6,진로와상담,(0),김희선,-,(),0,20
400000,교필,KY410-AA,진로와상담,(0),박기홍,-,(),0,25
400000,교필,KY410-AB,진로와상담,(0),강영경,-,(),0,25
400000,교필,KY410-AC,진로와상담,(0),손승일,-,(),0,25
400000,교필,KY410-AD,진로와상담,(0),윤효석,-,(),0,25
400000,교필,KY410-AE,진로와상담,(0),오석희,-,(),0,25
400000,교필,KY410-AF,진로와상담,(0),이성구,-,(),0,25
400000,교필,KY410-AG,진로와상담,(0),조성호,-,(),0,25
400000,교필,KY410-AH,진로와상담,(0),이경옥,-,(),0,25
400000,교필,KY410-AI,진로와상담,(0),이양선,-,(),0,25
400000,교필,KY410-AJ,진로와상담,(0),강민구,-,(),0,25
400000,교필,KY410-B1,진로와상담,(0),김지혜,-,(),0,50
400000,교필,KY410-B2,진로와상담,(0),유형동,-,(),0,50
400000,교필,KY410-B3,진로와상담,(0),강소영,-,(),0,50
400000,교필,KY410-B5,진로와상담,(0),김지혜,-,(),0,30
400000,교필,KY410-B6,진로와상담,(0),이향미,-,(),0,30
400000,교필,KY410-B7,진로와상담,(0),박미선,-,(),0,30
400000,교필,KY410-C1,진로와상담,(0),정무용,-,(),0,20
400000,교필,KY410-C2,진로와상담,(0),이형원,-,(),0,20
400000,교필,KY410-C3,진로와상담,(0),정해득,-,(),0,20
400000,교필,KY410-C4,진로와상담,(0),이영남,-,(),0,20
400000,교필,KY410-C5,진로와상담,(0),강지희,-,(),0,30
400000,교필,KY410-C6,진로와상담,(0),백수린,-,(),0,30
400000,교필,KY410-C7,진로와상담,(0),정한아,-,(),0,30
400000,교필,KY410-CA,진로와상담,(0),남진문,-,(),0,35
400000,교필,KY410-CB,진로와상담,(0),김선만,-,(),0,25
400000,교필,KY410-CC,진로와상담,(0),류승택,-,(),0,25
400000,교필,KY410-CD,진로와상담,(0),박성진,-,(),0,25
400000,교필,KY410-CE,진로와상담,(0),백수진,-,(),0,25
400000,교필,KY410-CF,진로와상담,(0),안현,-,(),0,25
400000,교필,KY410-CG,진로와상담,(0),여협구,-,(),0,25
400000,교필,KY410-CH,진로와상담,(0),이용걸,-,(),0,26
400000,교필,KY410-D1,진로와상담,(0),전춘명,-,(),0,20
400000,교필,KY410-D2,진로와상담,(0),오동식,-,(),0,20
400000,교필,KY410-D6,진로와상담,(0),김대오,-,(),0,50
400000,교필,KY410-D7,진로와상담,(0),김희정,-,(),0,50
400000,교필,KY410-DA,진로와상담,(0),이형우,-,(),0,25
400000,교필,KY410-DB,진로와상담,(0),임익수,-,(),0,25
400000,교필,KY410-DC,진로와상담,(0),정승민,-,(),0,25
400000,교필,KY410-DD,진로와상담,(0),홍승필,-,(),0,25
400000,교필,KY410-DE,진로와상담,(0),성낙준,-,(),0,25
400000,교필,KY410-DF,진로와상담,(0),고병수,-,(),0,25
400000,교필,KY410-DG,진로와상담,(0),최창원,-,(),0,25
400000,교필,KY410-E1,진로와상담,(0),김상덕,-,(),0,20
400000,교필,KY410-E4,진로와상담,(0),신광철,-,(),0,30
400000,교필,KY410-E5,진로와상담,(0),김윤성,-,(),0,30
400000,교필,KY410-E6,진로와상담,(0),이종현,-,(),0,30
400000,교필,KY410-F1,진로와상담,(0),류기수,-,(),0,35
400000,교필,KY410-F2,진로와상담,(0),장정해,-,(),0,35
400000,교필,KY410-F3,진로와상담,(0),최민성,-,(),0,21
400000,교필,KY410-F4,진로와상담,(0),김남희,-,(),0,20
400000,교필,KY410-G2,진로와상담,(0),백준기,-,(),0,25
400000,교필,KY410-G3,진로와상담,(0),조성대,-,(),0,25
400000,교필,KY410-G5,진로와상담,(0),박상남,-,(),0,25
400000,교필,KY410-G6,진로와상담,(0),성락선,-,(),0,20
400000,교필,KY410-G7,진로와상담,(0),한재명,-,(),0,20
400000,교필,KY410-G8,진로와상담,(0),정재현,-,(),0,20
400000,교필,KY410-H3,진로와상담,(0),김종엽,-,(),0,30
400000,교필,KY410-I1,진로와상담,(0),문철수,-,(),0,24
400000,교필,KY410-I2,진로와상담,(0),지원배,-,(),0,24
400000,교필,KY410-I4,진로와상담,(0),이성미,-,(),0,24
400000,교필,KY410-I5,진로와상담,(0),박혜영,-,(),0,24
400000,교필,KY410-I6,진로와상담,(0),김민철,-,(),0,24
400000,교필,KY410-I7,진로와상담,(0),정휘관,-,(),0,24
400000,교필,KY410-J1,진로와상담,(0),홍선미,-,(),0,25
400000,교필,KY410-J2,진로와상담,(0),주경희,-,(),0,25
400000,교필,KY410-J3,진로와상담,(0),김수경,-,(),0,20
400000,교필,KY410-J4,진로와상담,(0),김예랑,-,(),0,25
400000,교필,KY410-J6,진로와상담,(0),백변경희,-,(),0,15
400000,교필,KY410-J7,진로와상담,(0),김용훈,-,(),0,15
400000,교필,KY410-J8,진로와상담,(0),남세현,-,(),0,16
400000,교필,KY410-K1,진로와상담,(0),명왕성,-,(),0,36
400000,교필,KY410-K2,진로와상담,(0),박상현,-,(),0,36
400000,교필,KY410-K3,진로와상담,(0),조규청,-,(),0,35
400000,교필,KY410-K4,진로와상담,(0),김수겸,-,(),0,36
400000,교필,KY410-K7,진로와상담,(0),안도연,-,(),0,25
400000,교필,KY410-K8,진로와상담,(0),김상원,-,(),0,25
400000,교필,KY410-K9,진로와상담,(0),유희정,-,(),0,25
400000,교필,KY410-L1,진로와상담,(0),장종익,-,(),0,40
400000,교필,KY410-L2,진로와상담,(0),양영수,-,(),0,40
400000,교필,KY410-L3,진로와상담,(0),김경민,-,(),0,30
400000,교필,KY410-L4,진로와상담,(0),이건범,-,(),0,30
400000,교필,KY410-L5,진로와상담,(0),유현미,-,(),0,20
400000,교필,KY410-L6,진로와상담,(0),최지환,-,(),0,30
400000,교필,KY410-L7,진로와상담,(0),정의범,-,(),0,30
400000,교필,KY410-L8,진로와상담,(0),박규호,-,(),0,30
400000,교필,KY410-L9,진로와상담,(0),유한나,-,(),0,40
400000,교필,KY410-M1,진로와상담,(0),이남연,-,(),0,20
400000,교필,KY410-M2,진로와상담,(0),신재우,-,(),0,20
400000,교필,KY410-M3,진로와상담,(0),김상욱,-,(),0,20
400000,교필,KY410-M5,진로와상담,(0),이일영,-,(),0,15
400000,교필,KY410-M6,진로와상담,(0),주장환,-,(),0,15
400000,교필,KY410-M7,진로와상담,(0),황선미,-,(),0,15
400000,교필,KY410-N1,진로와상담,(0),오미정,-,(),0,20
400000,교필,KY410-N2,진로와상담,(0),하종문,-,(),0,20
400000,교필,KY410-N3,진로와상담,(0),송주명,-,(),0,20
400000,교필,KY410-N5,진로와상담,(0),전창환,-,(),0,20
400000,교필,KY410-N6,진로와상담,(0),정희진,-,(),0,20
400000,교필,KY410-O1,진로와상담,(0),정재웅,-,(),0,45
400000,교필,KY410-O2,진로와상담,(0),윤성식,-,(),0,40
400000,교필,KY410-O5,진로와상담,(0),변종석,-,(),0,25
400000,교필,KY410-O6,진로와상담,(0),박동련,-,(),0,25
400000,교필,KY410-O7,진로와상담,(0),유한나,-,(),0,25
400000,교필,KY410-O8,진로와상담,(0),김유신,-,(),0,25
400000,교필,KY410-V1,진로와상담,(0),이석민,-,(),0,50
400000,교필,KY410-V3,진로와상담,(0),노승철,-,(),0,50
400000,교필,KY410-K10,진로와상담,(0),오현숙,-,(),0,25
400000,교필,KY921-Z10,사회생활길잡이,1,유희정,수(17:30~18:20),3405(),0,25
400000,교필,KY921-A1,사회생활길잡이,1,전철,월(16:00~16:50),4107(),0,15
400000,교필,KY921-A2,사회생활길잡이,1,한경미,월(16:00~16:50),4105(),0,15
400000,교필,KY921-C1,사회생활길잡이,1,김지혜,월(16:00~16:50),3410(),0,30
400000,교필,KY921-C2,사회생활길잡이,1,유형동,월(16:00~16:50),20502(),0,30
400000,교필,KY921-C3,사회생활길잡이,1,강소영,월(16:00~16:50),3408(),0,30
400000,교필,KY921-D2,사회생활길잡이,1,김지혜,월(16:00~16:50),3407(),0,20
400000,교필,KY921-D3,사회생활길잡이,1,이향미,월(16:00~16:50),3405(),0,20
400000,교필,KY921-D4,사회생활길잡이,1,박미선,월(16:00~16:50),3406(),0,20
400000,교필,KY921-E1,사회생활길잡이,1,전춘명,월(16:00~16:50),3411(),0,20
400000,교필,KY921-E2,사회생활길잡이,1,오동식,월(16:00~16:50),3308(),0,20
400000,교필,KY921-F1,사회생활길잡이,1,김희정,월(18:50~19:40),18101(),0,30
400000,교필,KY921-F2,사회생활길잡이,1,김대오,수(18:50~19:40),18101(),0,30
400000,교필,KY921-G1,사회생활길잡이,1,정무용,월(18:50~19:40),3204(),0,25
400000,교필,KY921-G2,사회생활길잡이,1,이형원,월(18:50~19:40),3409(),0,25
400000,교필,KY921-G3,사회생활길잡이,1,정해득,월(18:50~19:40),3412(),0,25
400000,교필,KY921-G4,사회생활길잡이,1,이영남,화(18:50~19:40),3408(),0,25
400000,교필,KY921-H1,사회생활길잡이,1,김상덕,수(16:00~16:50),18104(),0,20
400000,교필,KY921-I1,사회생활길잡이,1,강지희,월(17:30~18:20),20308(),0,30
400000,교필,KY921-I2,사회생활길잡이,1,백수린,월(17:30~18:20),20502(),0,30
400000,교필,KY921-I3,사회생활길잡이,1,정한아,월(17:30~18:20),20401(),0,30
400000,교필,KY921-I4,사회생활길잡이,1,김윤성,월(16:00~16:50),18104(),0,30
400000,교필,KY921-I5,사회생활길잡이,1,신광철,월(16:00~16:50),18102(),0,30
400000,교필,KY921-I6,사회생활길잡이,1,이종현,월(16:00~16:50),18103(),0,30
400000,교필,KY921-J5,사회생활길잡이,1,김남희,월(16:00~16:50),18110(),0,30
400000,교필,KY921-K2,사회생활길잡이,1,백준기,화(16:00~16:50),3411(),0,35
400000,교필,KY921-K3,사회생활길잡이,1,조성대,수(16:00~16:50),3412(),0,35
400000,교필,KY921-K5,사회생활길잡이,1,박상남,수(18:50~19:40),3506(),0,35
400000,교필,KY921-K6,사회생활길잡이,1,이석민,수(16:00~16:50),20505(),0,30
400000,교필,KY921-K8,사회생활길잡이,1,노승철,월(16:00~16:50),20507(),0,30
400000,교필,KY921-L1,사회생활길잡이,1,성락선,수(16:00~16:50),3411(),0,20
400000,교필,KY921-L2,사회생활길잡이,1,한재명,수(16:00~16:50),3505(),0,20
400000,교필,KY921-L3,사회생활길잡이,1,정재현,수(16:00~16:50),3408(),0,20
400000,교필,KY921-M2,사회생활길잡이,1,전창환,수(16:00~16:50),3407(),0,20
400000,교필,KY921-M3,사회생활길잡이,1,정희진,수(16:00~16:50),3506(),0,20
400000,교필,KY921-N1,사회생활길잡이,1,문철수,수(16:00~16:50),18102(),0,20
400000,교필,KY921-N2,사회생활길잡이,1,지원배,수(16:00~16:50),18103(),0,20
400000,교필,KY921-N4,사회생활길잡이,1,이성미,수(16:00~16:50),18101(),0,20
400000,교필,KY921-N5,사회생활길잡이,1,박혜영,수(16:00~16:50),18420-1(),0,20
400000,교필,KY921-N6,사회생활길잡이,1,김민철,수(16:00~16:50),18211-1(),0,20
400000,교필,KY921-N7,사회생활길잡이,1,정휘관,수(16:00~16:50),18106(),0,20
400000,교필,KY921-O2,사회생활길잡이,1,김종엽,목(11:00~11:50),3206(),0,20
400000,교필,KY921-P1,사회생활길잡이,1,김수경,화(17:30~18:20),18519(),0,20
400000,교필,KY921-P2,사회생활길잡이,1,김예랑,화(17:30~18:20),18420-1(),0,20
400000,교필,KY921-Q3,사회생활길잡이,1,남세현,수(16:00~16:50),20506(),0,15
400000,교필,KY921-Q4,사회생활길잡이,1,백변경희,수(16:00~16:50),20502(),0,15
400000,교필,KY921-Q5,사회생활길잡이,1,김용훈,수(16:00~16:50),18418(),0,15
400000,교필,KY921-S1,사회생활길잡이,1,이일영,수(16:00~16:50),3403(),0,15
400000,교필,KY921-S3,사회생활길잡이,1,주장환,수(16:00~16:50),3409(),0,15
400000,교필,KY921-S4,사회생활길잡이,1,황선미,수(16:00~16:50),3410(),0,15
400000,교필,KY921-T2,사회생활길잡이,1,하종문,수(16:00~16:50),3321(),0,30
